year,sworn,civil,murder,rape,robbery,assault,burglary,larceny,auto,citypop,term2,term4,a0_5,a5_9,a10_14,a15_19,citybla,cityfemh,price,total_crime,murder_level,rape_level,robbery_level,assault_level,burglary_level,larceny_level,auto_level,total_crime_level
1980,542.0,202.0,30066.0,237.0,678.0,765.0,7216.0,19558.0,1569.0,343425.0,0.0,0.0,0.07327902317047119,0.071613609790802,0.071613609790802,0.1004996299743652,12.19999694824219,10.09999847412109,0.8239998817443848,30066.0,1,1,0,0,0,1,0,1
1981,578.0,204.0,30867.0,263.0,669.0,574.0,7875.0,19838.0,1609.0,357607.0,0.0,0.0,0.07409435510635376,0.07193541526794434,0.07050204277038574,0.09764635562896729,12.21999359130859,10.18999481201172,0.9089999198913574,30867.0,1,1,0,0,1,1,0,1
1982,602.0,225.0,31811.0,235.0,635.0,605.0,8774.0,20114.0,1391.0,370331.0,0.0,0.0,0.0748414397239685,0.0722302794456482,0.06948351860046387,0.09503203630447388,12.23999786376953,10.27999877929688,0.9649996757507324,31811.0,1,1,0,0,1,2,0,1
1983,590.0,242.0,29812.0,240.0,665.0,571.0,7966.0,18889.0,1423.0,381091.0,0.0,0.0,0.07552850246429443,0.07250148057937622,0.0685468316078186,0.09262776374816895,12.25999450683594,10.3699951171875,0.995999813079834,29812.0,1,1,0,0,1,1,0,1
1984,625.0,262.0,31821.0,264.0,768.0,557.0,8389.0,20097.0,1687.0,385237.0,0.0,0.0,0.07616245746612549,0.07275170087814331,0.06768256425857544,0.0904092788696289,12.27999877929688,10.45999908447266,1.038999557495117,31821.0,1,1,0,0,1,2,0,1
1985,681.0,338.0,39044.0,489.0,1076.0,746.0,10261.0,24308.0,2112.0,406469.0,0.0,0.0,0.07674926519393921,0.07298332452774048,0.06688255071640015,0.08835577964782715,12.29999542236328,10.54999542236328,1.07599925994873,39044.0,1,2,0,0,1,2,0,1
1986,747.0,319.0,45856.0,388.0,1124.0,1107.0,12454.0,28469.0,2266.0,414220.0,0.0,0.0,0.0772939920425415,0.07319831848144531,0.06613993644714355,0.08644956350326538,12.31999969482422,10.63999938964844,1.095999717712402,45856.0,2,2,0,0,2,2,0,2
1987,761.0,324.0,44338.0,284.0,985.0,1005.0,11417.0,28486.0,2122.0,469542.0,0.0,0.0,0.07780098915100098,0.07339847087860107,0.06544870138168335,0.08467531204223633,12.33999633789062,10.72999572753906,1.13599967956543,44338.0,2,1,0,0,2,2,0,2
1988,787.0,280.0,50673.0,247.0,1018.0,1200.0,11990.0,34056.0,2119.0,467423.0,0.0,0.0,0.07827401161193848,0.07358521223068237,0.06480371952056885,0.08301979303359985,12.35999298095703,10.81999969482422,1.182999610900879,50673.0,2,1,0,0,2,3,0,2
1989,756.0,272.0,50028.0,235.0,1019.0,1320.0,11160.0,33556.0,2707.0,468907.0,0.0,0.0,0.07871651649475098,0.07375985383987427,0.0642005205154419,0.0814715027809143,12.37999725341797,10.90999603271484,1.239999771118164,50028.0,2,1,0,1,2,3,1,2
1990,768.0,293.0,54543.0,280.0,1461.0,1539.0,11371.0,35955.0,3891.0,465622.0,0.0,0.0,0.07913118600845337,0.07392352819442749,0.06363517045974731,0.08002030849456787,12.39999389648438,11.0,1.306999206542969,54543.0,2,1,1,1,2,3,1,2
1971,3424.0,464.0,76750.0,537.0,9480.0,6556.0,18481.0,32435.0,8938.0,896666.5,0.0,1.0,0.08122646808624268,0.09602898359298706,0.1016634702682495,0.09118413925170898,47.239990234375,21.62998962402344,0.4049999713897705,76750.0,3,3,3,3,3,3,3,3
1972,3524.0,558.0,69884.0,465.0,9584.0,6365.0,16986.0,27804.0,8350.0,895683.0,0.0,1.0,0.07920098304748535,0.09266072511672974,0.09939062595367432,0.09158468246459961,48.07998657226562,21.65998840332031,0.4179999828338623,69884.0,3,2,3,3,3,2,3,3
1973,3571.0,628.0,65449.0,499.0,8612.0,6415.0,15606.0,25795.0,8242.0,892600.0,0.0,1.0,0.07719552516937256,0.0893256664276123,0.09714013338088989,0.09198135137557983,48.91998291015625,21.68998718261719,0.4440000057220459,65449.0,3,2,3,3,2,2,3,3
1974,3527.0,623.0,76235.0,486.0,10208.0,6379.0,18790.0,30865.0,9214.0,885634.0,0.0,1.0,0.07520967721939087,0.08602333068847656,0.09491163492202759,0.09237414598464966,49.75997924804688,21.71998596191406,0.492999792098999,76235.0,3,2,3,3,3,3,3,3
1975,3377.0,570.0,70411.0,463.0,9055.0,6309.0,15787.0,30936.0,7602.0,864100.0,0.0,1.0,0.07324320077896118,0.08275318145751953,0.09270495176315308,0.09276306629180908,50.5999755859375,21.75,0.5379996299743652,70411.0,3,2,3,3,2,3,3,3
1976,3455.0,556.0,67559.0,460.0,7755.0,5776.0,15319.0,32162.0,5887.0,860974.0,0.0,1.0,0.07129579782485962,0.07951474189758301,0.09051966667175293,0.09314823150634766,51.43997192382812,21.77999877929688,0.5689997673034668,67559.0,3,2,3,3,2,3,2,3
1977,3410.0,601.0,67287.0,499.0,7563.0,6050.0,15257.0,31560.0,6187.0,827494.0,0.0,1.0,0.06936722993850708,0.07630759477615356,0.08835548162460327,0.09352970123291016,52.27999877929688,21.80999755859375,0.6059999465942383,67287.0,3,2,3,3,2,3,2,3
1978,3337.0,575.0,69463.0,554.0,8097.0,5811.0,15793.0,33137.0,5874.0,781730.0,0.0,1.0,0.06745719909667969,0.07313132286071777,0.08621209859848022,0.09390747547149658,53.1199951171875,21.83999633789062,0.6519999504089355,69463.0,3,3,3,3,2,3,2,3
1979,3171.0,555.0,73744.0,564.0,8482.0,6232.0,16915.0,34537.0,6769.0,790901.0,0.0,1.0,0.06556540727615356,0.06998538970947266,0.08408921957015991,0.09428161382675171,53.95999145507812,21.8699951171875,0.7259998321533203,73744.0,3,3,3,3,3,3,2,3
1980,3171.0,555.0,76704.0,560.0,10020.0,5775.0,17659.0,36854.0,5620.0,784554.0,0.0,1.0,0.06369161605834961,0.06686943769454956,0.08198654651641846,0.09465223550796509,54.79998779296875,21.89999389648438,0.8239998817443848,76704.0,3,3,3,3,3,3,2,3
1981,3032.0,559.0,77563.0,565.0,10715.0,6229.0,18446.0,36066.0,5314.0,797429.0,0.0,1.0,0.06504189968109131,0.06712156534194946,0.07972127199172974,0.09139358997344971,55.239990234375,22.16999816894531,0.9089999198913574,77563.0,3,3,3,3,3,3,2,3
1982,3056.0,525.0,72906.0,550.0,9347.0,6559.0,16315.0,35456.0,4452.0,798175.0,0.0,1.0,0.06636965274810791,0.06736958026885986,0.07749372720718384,0.08818930387496948,55.67999267578125,22.43998718261719,0.9649996757507324,72906.0,3,3,3,3,3,3,2,3
1983,3056.0,530.0,68667.0,497.0,9167.0,6267.0,14547.0,33528.0,4460.0,805527.0,0.0,1.0,0.06767541170120239,0.06761342287063599,0.07530313730239868,0.08503806591033936,56.1199951171875,22.70999145507812,0.995999813079834,68667.0,3,2,3,3,2,3,2,3
1984,3031.0,510.0,65363.0,564.0,8002.0,6800.0,13837.0,30530.0,5415.0,788604.0,0.0,1.0,0.06895971298217773,0.06785327196121216,0.07314842939376831,0.08193856477737427,56.55999755859375,22.97999572753906,1.038999557495117,65363.0,3,3,3,3,2,3,2,3
1985,2965.0,520.0,66121.0,592.0,7771.0,6922.0,13872.0,30732.0,6019.0,771097.0,0.0,1.0,0.07022315263748169,0.06808924674987793,0.07102882862091064,0.07888948917388916,57.0,23.25,1.07599925994873,66121.0,3,3,3,3,2,3,2,3
1986,2976.0,517.0,66273.0,660.0,7989.0,6340.0,14321.0,29850.0,6873.0,783542.0,0.0,1.0,0.07146620750427246,0.06832140684127808,0.06894344091415405,0.07588964700698853,57.43997192382812,23.51998901367188,1.095999717712402,66273.0,3,3,3,3,2,3,2,3
1987,2929.0,543.0,65553.0,595.0,7466.0,6008.0,13475.0,30319.0,7464.0,764893.0,0.0,1.0,0.07268929481506348,0.06854981184005737,0.06689149141311646,0.07293784618377686,57.87997436523438,23.78999328613281,1.13599967956543,65553.0,3,3,3,3,2,3,2,3
1988,2993.0,553.0,70021.0,517.0,7396.0,6574.0,14251.0,32606.0,8443.0,763880.0,0.0,1.0,0.07389301061630249,0.06877464056015015,0.06487208604812622,0.07003295421600342,58.31997680664062,24.05999755859375,1.182999610900879,70021.0,3,3,3,3,2,3,3,3
1989,2915.0,540.0,71373.0,541.0,7966.0,6849.0,14315.0,33267.0,8173.0,763138.0,0.0,1.0,0.07507765293121338,0.0689958930015564,0.06288456916809082,0.06717389822006226,58.75997924804688,24.32998657226562,1.239999771118164,71373.0,3,3,3,3,2,3,3,3
1990,2839.0,551.0,77989.0,687.0,9477.0,7473.0,14753.0,35383.0,9911.0,736014.0,0.0,1.0,0.07624387741088867,0.06921368837356567,0.06092813611030579,0.06435954570770264,59.19998168945312,24.59999084472656,1.306999206542969,77989.0,3,3,3,3,2,3,3,3
1970,2798.0,301.0,43208.0,303.0,3371.0,1627.0,10002.0,12457.0,15334.0,641000.0,0.0,1.0,0.08313369750976562,0.09556740522384644,0.09761279821395874,0.0898888111114502,16.29998779296875,22.5,0.3879997730255127,43208.0,2,1,2,1,1,0,3,2
1971,2720.0,371.0,47916.0,235.0,4735.0,1907.0,12439.0,12457.0,16027.0,633333.0,0.0,1.0,0.08056032657623291,0.09235113859176636,0.09588974714279175,0.0903891921043396,16.90998840332031,21.8699951171875,0.4049999713897705,47916.0,2,1,3,1,2,0,3,2
1972,2687.0,349.0,43348.0,262.0,5037.0,2015.0,10173.0,10194.0,15563.0,630900.0,0.0,1.0,0.07797974348068237,0.0891258716583252,0.09416186809539795,0.09089088439941406,17.51998901367188,21.239990234375,0.4179999828338623,43348.0,2,1,3,1,1,0,3,2
1973,2565.0,278.0,52492.0,376.0,5969.0,2190.0,13731.0,12093.0,17998.0,625000.0,0.0,1.0,0.07539194822311401,0.08589154481887817,0.09242916107177734,0.09139406681060791,18.12998962402344,20.61000061035156,0.4440000057220459,52492.0,2,2,3,2,2,0,3,2
1974,2498.0,379.0,65722.0,351.0,7195.0,2582.0,16403.0,16686.0,22371.0,617992.0,0.0,1.0,0.07279682159423828,0.08264815807342529,0.09069156646728516,0.09189862012863159,18.739990234375,19.97999572753906,0.4930000305175781,65722.0,3,2,3,2,3,1,3,3
1975,2425.0,395.0,80530.0,453.0,7778.0,3036.0,18892.0,22033.0,28219.0,616120.0,0.0,1.0,0.07019442319869995,0.079395592212677,0.08894908428192139,0.09240460395812988,19.34999084472656,19.34999084472656,0.5379996299743652,80530.0,3,2,3,2,3,2,3,3
1976,2301.0,481.0,76155.0,392.0,6125.0,3290.0,15834.0,23992.0,26441.0,619437.0,0.0,1.0,0.06758469343185425,0.07613390684127808,0.08720171451568604,0.09291201829910278,19.95999145507812,18.71998596191406,0.5689997673034668,76155.0,3,2,3,2,2,2,3,3
1977,2166.0,324.0,66995.0,408.0,5655.0,3284.0,14793.0,21353.0,21427.0,619321.0,0.0,1.0,0.06496763229370117,0.07286298274993896,0.08544939756393433,0.09342086315155029,20.56999206542969,18.08999633789062,0.6059999465942383,66995.0,3,2,3,2,2,2,3,3
1978,2102.0,832.0,65366.0,475.0,5635.0,3853.0,15064.0,20620.0,19647.0,616225.0,0.0,1.0,0.06234315037727356,0.06958281993865967,0.08369213342666626,0.09393113851547241,21.17999267578125,17.45999145507812,0.6519999504089355,65366.0,3,2,3,3,2,2,3,3
1979,2187.0,277.0,70231.0,464.0,6600.0,4236.0,15662.0,23121.0,20056.0,599582.0,0.0,1.0,0.05971124768257141,0.06629341840744019,0.08192986249923706,0.09444284439086914,21.78999328613281,16.82998657226562,0.7259998321533203,70231.0,3,2,3,3,2,2,3,3
1980,2108.0,420.0,75755.0,484.0,7526.0,4376.0,17032.0,25225.0,21020.0,562582.0,0.0,1.0,0.05707189440727234,0.06299465894699097,0.0801626443862915,0.09495604038238525,22.39999389648438,16.19999694824219,0.8239998817443848,75755.0,3,2,3,3,3,2,3,3
1981,1595.0,340.0,79643.0,531.0,9248.0,4192.0,16694.0,27137.0,21741.0,566679.0,0.0,1.0,0.05828839540481567,0.06266558170318604,0.0775763988494873,0.09210085868835449,22.71998596191406,16.25999450683594,0.9089999198913574,79643.0,3,3,3,3,3,2,3,3
1982,1737.0,392.0,74039.0,366.0,6531.0,3980.0,14286.0,27079.0,21704.0,567758.0,0.0,1.0,0.05949693918228149,0.06233865022659302,0.07500702142715454,0.0892643928527832,23.03999328613281,16.31999206542969,0.9649996757507324,74039.0,3,2,3,3,2,2,3,3
1983,1846.0,317.0,67302.0,367.0,6713.0,4195.0,11471.0,26419.0,18047.0,566551.0,0.0,1.0,0.06069761514663696,0.06201383471488953,0.07245439291000366,0.08644640445709229,23.36000061035156,16.37998962402344,0.995999813079834,67302.0,3,2,3,3,2,2,3,3
1984,1762.0,326.0,63555.0,460.0,5539.0,4476.0,11446.0,24333.0,17219.0,565192.0,0.0,1.0,0.06189048290252686,0.06169113516807556,0.06991839408874512,0.08364671468734741,23.67999267578125,16.43998718261719,1.038999557495117,63555.0,3,2,3,3,2,2,3,3
1985,1829.0,373.0,68073.0,532.0,6232.0,5036.0,11470.0,26938.0,17778.0,573131.0,0.0,1.0,0.06307560205459595,0.06137052178382874,0.0673987865447998,0.08086514472961426,24.0,16.5,1.07599925994873,68073.0,3,3,3,3,2,2,3,3
1986,1946.0,595.0,69007.0,516.0,6225.0,5549.0,10485.0,26553.0,19574.0,574107.0,0.0,1.0,0.06425309181213379,0.06105196475982666,0.06489551067352295,0.07810157537460327,24.31999206542969,16.55999755859375,1.095999717712402,69007.0,3,3,3,3,1,2,3,3
1987,1972.0,595.0,67417.0,550.0,5408.0,5920.0,10412.0,26791.0,18260.0,575882.0,0.0,1.0,0.06542301177978516,0.06073549389839172,0.06240826845169067,0.07535576820373535,24.63999938964844,16.6199951171875,1.13599967956543,67417.0,3,3,3,3,1,2,3,3
1988,1927.0,691.0,66578.0,558.0,5233.0,6291.0,9163.0,28542.0,16698.0,579921.0,0.0,1.0,0.06658542156219482,0.06042101979255676,0.0599370002746582,0.07262754440307617,24.95999145507812,16.67999267578125,1.182999610900879,66578.0,3,3,3,3,1,2,3,3
1990,1979.0,683.0,68057.0,539.0,6022.0,6960.0,10238.0,29642.0,14513.0,574283.0,0.0,1.0,0.06888806819915771,0.05979812145233154,0.05504173040390015,0.06722331047058105,25.59999084472656,16.79998779296875,1.306999206542969,68057.0,3,3,3,3,1,3,3,3
1970,1430.0,221.0,23963.0,151.0,1497.0,896.0,5959.0,11084.0,4319.0,463000.0,0.0,1.0,0.08270537853240967,0.09625041484832764,0.1041442155838013,0.09176528453826904,20.39999389648438,18.19999694824219,0.3880000114440918,23963.0,0,0,1,0,0,0,2,0
1971,1405.0,120.0,25863.0,134.0,2207.0,812.0,6287.0,11653.0,4694.0,450333.25,0.0,1.0,0.0807337760925293,0.09348040819168091,0.1020928621292114,0.0919179916381836,21.01998901367188,18.16999816894531,0.4049999713897705,25863.0,0,0,2,0,0,0,2,0
1972,1364.0,201.0,23671.0,176.0,1991.0,712.0,6156.0,10180.0,4394.0,458649.0,0.0,1.0,0.07872569561004639,0.0906592607498169,0.1000036001205444,0.09207350015640259,21.63999938964844,18.13999938964844,0.4179999828338623,23671.0,0,0,1,0,0,0,2,0
1973,1359.0,139.0,22783.0,191.0,1924.0,706.0,5702.0,9703.0,4495.0,450000.0,0.0,1.0,0.07668012380599976,0.08778536319732666,0.09787535667419434,0.09223192930221558,22.25999450683594,18.11000061035156,0.4440000057220459,22783.0,0,0,1,0,0,0,2,0
1974,1327.0,203.0,25246.0,192.0,1937.0,643.0,7375.0,11134.0,3901.0,437000.0,0.0,1.0,0.07459598779678345,0.08485740423202515,0.09570705890655518,0.09239327907562256,22.87998962402344,18.07998657226562,0.492999792098999,25246.0,0,0,1,0,0,0,1,0
1975,1288.0,168.0,28651.0,192.0,2340.0,755.0,8264.0,12755.0,4282.0,422276.0,0.0,1.0,0.07247227430343628,0.08187365531921387,0.09349745512008667,0.09255778789520264,23.5,18.04998779296875,0.5379996299743652,28651.0,0,0,2,0,1,0,2,0
1976,1181.0,244.0,29940.0,202.0,1937.0,898.0,8448.0,13871.0,4530.0,425101.0,0.0,1.0,0.07030773162841797,0.07883268594741821,0.09124541282653809,0.09272539615631104,24.1199951171875,18.01998901367188,0.5689997673034668,29940.0,1,1,1,0,1,1,2,1
1977,1092.0,129.0,31781.0,236.0,1822.0,1842.0,9286.0,13016.0,5534.0,415352.0,0.0,1.0,0.06810122728347778,0.0757327675819397,0.08894973993301392,0.09289628267288208,24.739990234375,17.989990234375,0.6059999465942383,31781.0,1,1,1,1,1,0,2,1
1978,1093.0,117.0,27313.0,221.0,1721.0,1195.0,8482.0,11279.0,4371.0,391695.0,0.0,1.0,0.06585156917572021,0.07257211208343506,0.0866091251373291,0.09307044744491577,25.36000061035156,17.95999145507812,0.6519999504089355,27313.0,0,1,1,0,1,0,2,0
1979,1107.0,140.0,26975.0,265.0,1958.0,1582.0,7817.0,11282.0,4019.0,383915.0,0.0,1.0,0.06355738639831543,0.06934899091720581,0.08422219753265381,0.09324812889099121,25.97999572753906,17.92999267578125,0.7259998321533203,26975.0,0,1,1,1,1,0,1,0
1980,1083.0,136.0,29085.0,297.0,1914.0,1561.0,8595.0,12863.0,3794.0,357384.0,0.0,1.0,0.06121742725372314,0.06606155633926392,0.08178764581680298,0.0934293270111084,26.59999084472656,17.89999389648438,0.8239998817443848,29085.0,1,1,1,1,1,0,1,1
1982,1034.0,112.0,28592.0,247.0,1653.0,1615.0,7969.0,13608.0,3458.0,360493.0,0.0,1.0,0.06290322542190552,0.0660175085067749,0.07778769731521606,0.08830541372299194,27.41999816894531,18.36000061035156,0.9649996757507324,28592.0,0,1,1,1,1,0,1,0
1983,1011.0,106.0,25987.0,297.0,1410.0,1547.0,7150.0,12720.0,2820.0,360656.0,0.0,1.0,0.06375771760940552,0.06599515676498413,0.0757601261138916,0.0857081413269043,27.82998657226562,18.58999633789062,0.995999813079834,25987.0,0,1,1,1,0,0,1,0
1984,1017.0,115.0,24481.0,278.0,1386.0,1617.0,6408.0,12058.0,2699.0,352015.0,0.0,1.0,0.06462013721466064,0.06597262620925903,0.07371377944946289,0.08308678865432739,28.239990234375,18.81999206542969,1.038999557495117,24481.0,0,1,1,1,0,0,1,0
1985,993.0,113.0,24055.0,291.0,1390.0,1699.0,6625.0,11422.0,2597.0,339890.0,0.0,1.0,0.06549060344696045,0.06594991683959961,0.0716484785079956,0.08044111728668213,28.64999389648438,19.04998779296875,1.07599925994873,24055.0,0,1,1,1,0,0,1,0
1986,1032.0,116.0,24889.0,281.0,1533.0,1906.0,6729.0,11303.0,3102.0,339685.0,0.0,1.0,0.06636911630630493,0.06592696905136108,0.0695638656616211,0.07777076959609985,29.05999755859375,19.27999877929688,1.095999717712402,24889.0,0,1,1,1,0,0,1,0
1987,970.0,123.0,25053.0,268.0,1552.0,1700.0,6825.0,11252.0,3421.0,325787.0,0.0,1.0,0.0672559142112732,0.06590378284454346,0.06745970249176025,0.07507538795471191,29.46998596191406,19.50999450683594,1.13599967956543,25053.0,0,1,1,1,0,0,1,0
1988,1041.0,113.0,25482.0,296.0,1774.0,2158.0,7384.0,10774.0,3053.0,323714.0,0.0,1.0,0.06815105676651001,0.0658804178237915,0.06533575057983398,0.07235461473464966,29.87998962402344,19.739990234375,1.182999610900879,25482.0,0,1,1,2,0,0,1,0
1989,1039.0,141.0,26805.0,268.0,1829.0,2345.0,7323.0,11797.0,3206.0,314284.0,0.0,1.0,0.06905472278594971,0.06585681438446045,0.06319171190261841,0.06960809230804443,30.28999328613281,19.96998596191406,1.239999771118164,26805.0,0,1,1,2,0,0,1,0
1990,1029.0,142.0,29181.0,355.0,2172.0,2711.0,8163.0,12203.0,3540.0,328123.0,0.0,1.0,0.06996691226959229,0.06583297252655029,0.06102725863456726,0.06683546304702759,30.69999694824219,20.19999694824219,1.306999206542969,29181.0,1,2,2,2,1,0,1,1
1970,457.0,97.0,17232.0,66.0,488.0,1417.0,5430.0,8385.0,1367.0,241000.0,1.0,0.0,0.08885198831558228,0.09868496656417847,0.1024760007858276,0.09678947925567627,26.59999084472656,15.29999542236328,0.3880000114440918,17232.0,0,0,0,1,0,0,0,0
1971,495.0,104.0,15337.0,98.0,573.0,1246.0,4938.0,7342.0,1086.0,255666.625,1.0,0.0,0.08644521236419678,0.09629720449447632,0.1004036068916321,0.09618633985519409,27.04998779296875,15.16999816894531,0.4049999713897705,15337.0,0,0,0,1,0,0,0,0
1972,506.0,102.0,13876.0,78.0,603.0,1172.0,4324.0,6742.0,897.0,246128.0,1.0,0.0,0.08411085605621338,0.09398120641708374,0.09839355945587158,0.09560137987136841,27.5,15.03999328613281,0.4179999828338623,13876.0,0,0,0,0,0,0,0,0
1973,532.0,108.0,16112.0,67.0,712.0,1032.0,5546.0,7664.0,1030.0,254500.0,1.0,0.0,0.08184564113616943,0.09173393249511719,0.09644311666488647,0.09503376483917236,27.94999694824219,14.90999603271484,0.4440000057220459,16112.0,0,0,0,0,0,0,0,0
1974,539.0,108.0,22914.0,59.0,1005.0,1121.0,8779.0,10671.0,1218.0,259508.0,1.0,0.0,0.07964658737182617,0.08955222368240356,0.09454965591430664,0.09448271989822388,28.39999389648438,14.77999877929688,0.4930000305175781,22914.0,0,0,0,0,1,0,0,0
1975,552.0,108.0,24171.0,71.0,822.0,976.0,8565.0,12587.0,1082.0,262103.0,1.0,0.0,0.07751083374023438,0.0874333381652832,0.09271067380905151,0.09394752979278564,28.84999084472656,14.64999389648438,0.5379996299743652,24171.0,0,0,0,0,1,0,0,0
1976,565.0,114.0,23655.0,84.0,731.0,1028.0,7236.0,13626.0,898.0,274020.0,1.0,0.0,0.07543569803237915,0.08537453413009644,0.09092384576797485,0.09342753887176514,29.29998779296875,14.51999664306641,0.5689997673034668,23655.0,0,0,0,0,0,0,0,0
1977,596.0,117.0,22996.0,119.0,614.0,1465.0,7312.0,12433.0,1006.0,262314.0,1.0,0.0,0.07341855764389038,0.08337336778640747,0.08918702602386475,0.09292209148406982,29.75,14.38999938964844,0.6059999465942383,22996.0,0,0,0,1,0,0,0,0
1978,578.0,135.0,23119.0,114.0,709.0,1561.0,7009.0,12429.0,1246.0,309101.0,1.0,0.0,0.0714571475982666,0.08142745494842529,0.08749812841415405,0.09243059158325195,30.19999694824219,14.25999450683594,0.6519999504089355,23119.0,0,0,0,1,0,0,0,0
1979,595.0,133.0,22984.0,115.0,703.0,1617.0,6676.0,12559.0,1264.0,300569.0,1.0,0.0,0.0695490837097168,0.07953441143035889,0.08585518598556519,0.09195244312286377,30.64999389648438,14.12999725341797,0.7259998321533203,22984.0,0,0,0,1,0,0,0,0
1980,594.0,152.0,26208.0,145.0,686.0,1868.0,8245.0,13760.0,1444.0,310794.0,1.0,0.0,0.06769227981567383,0.07769227027893066,0.08425641059875488,0.09148716926574707,31.09999084472656,14.0,0.8239998817443848,26208.0,0,0,0,1,1,1,0,0
1981,602.0,153.0,29646.0,198.0,774.0,2143.0,8587.0,16444.0,1449.0,316503.0,1.0,0.0,0.06851309537887573,0.07657879590988159,0.08201456069946289,0.08938634395599365,31.16999816894531,14.0,0.9089999198913574,29646.0,1,0,0,2,1,1,0,1
1982,627.0,155.0,32987.0,198.0,990.0,2864.0,8805.0,18762.0,1320.0,320119.0,1.0,0.0,0.06930261850357056,0.0755077600479126,0.07985830307006836,0.08736568689346313,31.239990234375,14.0,0.9649996757507324,32987.0,1,0,0,2,1,1,0,1
1983,635.0,156.0,31485.0,258.0,1102.0,2863.0,8108.0,17773.0,1337.0,323704.0,1.0,0.0,0.07006257772445679,0.07447683811187744,0.07778275012969971,0.08542066812515259,31.30999755859375,14.0,0.995999813079834,31485.0,1,1,0,2,1,1,0,1
1984,608.0,181.0,32767.0,243.0,1144.0,2990.0,8664.0,18297.0,1375.0,331992.0,1.0,0.0,0.07079458236694336,0.07348382472991943,0.07578349113464355,0.08354711532592773,31.37998962402344,14.0,1.038999557495117,32767.0,1,1,1,2,1,1,0,1
1985,608.0,194.0,33087.0,226.0,1121.0,3172.0,8563.0,18447.0,1502.0,335690.0,1.0,0.0,0.07150018215179443,0.07252663373947144,0.07385629415512085,0.08174115419387817,31.44999694824219,14.0,1.07599925994873,33087.0,1,1,0,2,1,1,0,1
1986,638.0,194.0,35111.0,305.0,1454.0,3675.0,9598.0,18367.0,1659.0,339767.0,1.0,0.0,0.07218080759048462,0.07160335779190063,0.07199746370315552,0.07999926805496216,31.51998901367188,14.0,1.095999717712402,35111.0,1,1,1,3,1,1,0,1
1987,664.0,192.0,39609.0,308.0,1486.0,4146.0,10117.0,21723.0,1777.0,356596.0,1.0,0.0,0.0728377103805542,0.07071220874786377,0.07020336389541626,0.07831799983978271,31.58999633789062,14.0,1.13599967956543,39609.0,1,1,1,3,1,2,0,1
1988,681.0,203.0,43979.0,315.0,1933.0,4521.0,10605.0,24236.0,2323.0,370492.0,1.0,0.0,0.07347208261489868,0.06985163688659668,0.06847071647644043,0.07669425010681152,31.65998840332031,14.0,1.182999610900879,43979.0,2,1,1,3,1,2,0,2
1989,728.0,204.0,49341.0,325.0,2369.0,4873.0,12772.0,26228.0,2701.0,372612.0,1.0,0.0,0.07408517599105835,0.06901997327804565,0.06679630279541016,0.07512521743774414,31.72999572753906,14.0,1.239999771118164,49341.0,2,2,2,3,2,2,1,2
1990,801.0,214.0,49862.0,384.0,3208.0,5434.0,10891.0,27153.0,2699.0,395934.0,1.0,0.0,0.07467794418334961,0.06821584701538086,0.06517738103866577,0.07360804080963135,31.79998779296875,14.0,1.306999206542969,49862.0,2,2,2,3,2,2,1,2
1970,12961.0,2993.0,213623.0,1405.0,23198.0,11667.0,35190.0,102085.0,39268.0,3369000.0,0.0,1.0,0.08525383472442627,0.09819835424423218,0.1019506454467773,0.08626973628997803,32.69998168945312,17.09999084472656,0.3879997730255127,213623.0,3,3,3,3,3,3,3,3
1971,13172.0,1677.0,207760.0,1549.0,24012.0,11285.0,38385.0,96499.0,35206.0,3303666.0,0.0,1.0,0.08398592472076416,0.09565788507461548,0.09980267286300659,0.08660262823104858,33.40997314453125,17.17999267578125,0.4049999713897705,207760.0,3,3,3,3,3,3,3,3
1972,13125.0,1266.0,195317.0,1529.0,23531.0,11154.0,36630.0,89463.0,32299.0,3343500.0,0.0,1.0,0.08271646499633789,0.09311425685882568,0.09765201807022095,0.08693593740463257,34.1199951171875,17.25999450683594,0.4179999828338623,195317.0,3,3,3,3,3,3,3,3
1973,13415.0,1460.0,214515.0,1619.0,24181.0,12285.0,44753.0,93654.0,37159.0,3334500.0,0.0,1.0,0.08144545555114746,0.09056752920150757,0.09549874067306519,0.08726966381072998,34.82998657226562,17.33999633789062,0.4439997673034668,214515.0,3,3,3,3,3,3,3,3
1974,13266.0,1669.0,243236.0,1920.0,26172.0,13218.0,50722.0,114792.0,35442.0,3296936.0,0.0,1.0,0.08017289638519287,0.08801770210266113,0.09334290027618408,0.08760380744934082,35.53997802734375,17.41999816894531,0.492999792098999,243236.0,3,3,3,3,3,3,3,3
1975,13039.0,1795.0,235852.0,1657.0,22171.0,12514.0,47299.0,117909.0,33484.0,3150000.0,0.0,1.0,0.07889878749847412,0.08546477556228638,0.09118437767028809,0.08793836832046509,36.25,17.5,0.5379996299743652,235852.0,3,3,3,3,3,3,3,3
1976,13039.0,1795.0,214068.0,1179.0,17577.0,11070.0,38661.0,112298.0,32469.0,3134498.0,0.0,1.0,0.07762312889099121,0.0829087495803833,0.08902323246002197,0.08827328681945801,36.95999145507812,17.57998657226562,0.5689997673034668,214068.0,3,3,3,3,3,3,3,3
