year,sworn,civil,murder,rape,robbery,assault,burglary,larceny,auto,citypop,term2,term4,a0_5,a5_9,a10_14,a15_19,citybla,cityfemh,price,total_crime,murder_level,rape_level,robbery_level,assault_level,burglary_level,larceny_level,auto_level,total_crime_level
1986,697.0,92.0,41794.0,492.0,2801.0,2622.0,10750.0,20917.0,4168.0,362845.0,0.0,1.0,0.07905292510986328,0.07524621486663818,0.07255762815475464,0.07452070713043213,10.87999725341797,11.97999572753906,1.095999717712402,41794.0,2,2,2,2,1,2,2,2
1987,729.0,98.0,45356.0,520.0,2866.0,2114.0,11987.0,23254.0,4577.0,359371.0,0.0,1.0,0.07990515232086182,0.07575428485870361,0.07110488414764404,0.07163083553314209,11.40999603271484,12.15999603271484,1.13599967956543,45356.0,2,3,2,2,2,2,2,2
1988,730.0,98.0,40004.0,460.0,2565.0,2420.0,9386.0,20004.0,5114.0,364745.0,0.0,1.0,0.08073371648788452,0.07624828815460205,0.06969237327575684,0.06882095336914062,11.93999481201172,12.33999633789062,1.182999610900879,40004.0,1,2,2,2,1,2,2,1
1989,740.0,132.0,42145.0,462.0,2524.0,2335.0,9842.0,21448.0,5488.0,348384.0,0.0,1.0,0.08153969049453735,0.07672882080078125,0.0683184266090393,0.06608796119689941,12.46999359130859,12.51999664306641,1.239999771118164,42145.0,2,2,2,2,1,2,2,2
1970,593.0,123.0,20818.0,107.0,1015.0,1814.0,6934.0,7509.0,3375.0,426000.0,0.0,1.0,0.0806957483291626,0.09580832719802856,0.1006557941436768,0.09530937671661377,19.59999084472656,13.09999847412109,0.3879997730255127,20818.0,0,0,0,1,0,0,1,0
1971,681.0,130.0,25324.0,157.0,1176.0,2174.0,8216.0,10103.0,3425.0,426333.25,0.0,1.0,0.07941710948944092,0.09312319755554199,0.09779191017150879,0.09508419036865234,19.95999145507812,13.10999298095703,0.4049999713897705,25324.0,0,0,1,2,1,0,1,0
1972,732.0,142.0,20922.0,104.0,1097.0,1616.0,6569.0,8782.0,2686.0,458755.0,0.0,1.0,0.07819116115570068,0.09054869413375854,0.0950460433959961,0.09486836194992065,20.31999206542969,13.1199951171875,0.4179999828338623,20922.0,0,0,0,1,0,0,1,0
1973,784.0,148.0,24675.0,166.0,1255.0,1328.0,8480.0,10228.0,3122.0,458456.0,0.0,1.0,0.0770147442817688,0.0880780816078186,0.09241098165512085,0.0946611762046814,20.67999267578125,13.12999725341797,0.4440000057220459,24675.0,0,0,1,1,1,0,1,0
1974,862.0,175.0,26852.0,107.0,1543.0,1070.0,10281.0,11125.0,2633.0,453412.0,0.0,1.0,0.0758848786354065,0.08570528030395508,0.08988022804260254,0.09446221590042114,21.03999328613281,13.13999938964844,0.492999792098999,26852.0,0,0,1,0,1,0,1,0
1975,874.0,198.0,32828.0,110.0,2003.0,952.0,9500.0,17295.0,2875.0,449600.0,0.0,1.0,0.0747988224029541,0.08342450857162476,0.08744770288467407,0.09427094459533691,21.39999389648438,13.14999389648438,0.5379996299743652,32828.0,1,0,1,0,1,1,1,1
1977,896.0,197.0,26096.0,187.0,1688.0,1000.0,8729.0,12151.0,2259.0,456589.0,0.0,1.0,0.07274842262268066,0.07911854982376099,0.08285516500473022,0.09390991926193237,22.1199951171875,13.16999816894531,0.6059999465942383,26096.0,0,0,1,0,1,0,0,0
1978,954.0,209.0,26444.0,217.0,1772.0,1083.0,8613.0,12263.0,2415.0,452440.0,0.0,1.0,0.07177960872650146,0.0770840048789978,0.08068513870239258,0.0937393307685852,22.47999572753906,13.18000030517578,0.6519999504089355,26444.0,0,1,1,0,1,0,0,0
1979,928.0,163.0,28612.0,266.0,1716.0,1180.0,9349.0,13420.0,2592.0,444443.0,0.0,1.0,0.07084572315216064,0.07512271404266357,0.07859331369400024,0.0935748815536499,22.83999633789062,13.18999481201172,0.7259998321533203,28612.0,0,1,1,0,1,0,1,0
1980,1006.0,151.0,34886.0,295.0,2027.0,1225.0,11482.0,17189.0,2581.0,452025.0,0.0,1.0,0.06994479894638062,0.0732308030128479,0.07657551765441895,0.09341621398925781,23.19999694824219,13.19999694824219,0.8239998817443848,34886.0,1,1,1,1,2,1,1,1
1981,1039.0,199.0,33604.0,363.0,1594.0,1051.0,10358.0,17968.0,2191.0,458430.0,0.0,1.0,0.07034945487976074,0.07297128438949585,0.07557570934295654,0.09101194143295288,23.21998596191406,13.27999877929688,0.9089999198913574,33604.0,1,2,1,0,1,1,0,1
1982,1000.0,208.0,35206.0,321.0,1662.0,1198.0,9530.0,20379.0,2049.0,462507.0,0.0,1.0,0.07074147462844849,0.07271981239318848,0.07460713386535645,0.08868271112442017,23.239990234375,13.35999298095703,0.9649996757507324,35206.0,1,1,1,0,1,2,0,1
1983,956.0,233.0,31213.0,324.0,1713.0,1171.0,8601.0,17598.0,1725.0,465887.0,0.0,1.0,0.0711214542388916,0.0724760890007019,0.07366836071014404,0.08642494678497314,23.25999450683594,13.43999481201172,0.995999813079834,31213.0,1,1,1,0,1,1,0,1
1984,961.0,251.0,31125.0,410.0,1438.0,1184.0,8788.0,17379.0,1854.0,475744.0,0.0,1.0,0.07148998975753784,0.0722396969795227,0.07275789976119995,0.0842355489730835,23.27999877929688,13.51999664306641,1.038999557495117,31125.0,1,2,1,0,1,1,0,1
1985,984.0,254.0,31863.0,348.0,1588.0,1359.0,8587.0,17764.0,2136.0,481286.0,0.0,1.0,0.07184749841690063,0.07201039791107178,0.07187461853027344,0.0821114182472229,23.29998779296875,13.59999847412109,1.07599925994873,31863.0,1,2,1,1,1,1,0,1
1986,970.0,284.0,38247.0,410.0,1953.0,1762.0,11380.0,19730.0,2919.0,470906.0,0.0,1.0,0.07219451665878296,0.07178783416748047,0.07101726531982422,0.08004963397979736,23.31999206542969,13.68000030517578,1.095999717712402,38247.0,1,2,1,1,2,1,1,1
1987,1019.0,287.0,43001.0,509.0,2350.0,2295.0,11358.0,22602.0,3788.0,487097.0,0.0,1.0,0.07253146171569824,0.0715717077255249,0.07018476724624634,0.07804751396179199,23.33999633789062,13.75999450683594,1.13599967956543,43001.0,2,3,2,2,2,2,1,2
1988,1100.0,310.0,37185.0,464.0,1954.0,2793.0,8866.0,20213.0,2816.0,502759.0,0.0,1.0,0.07285881042480469,0.0713617205619812,0.06937599182128906,0.07610249519348145,23.36000061035156,13.83999633789062,1.182999610900879,37185.0,1,2,1,2,1,2,1,1
1989,1021.0,296.0,34950.0,478.0,1608.0,3075.0,8062.0,18989.0,2669.0,501398.0,0.0,1.0,0.07317698001861572,0.07115763425827026,0.06858992576599121,0.07421225309371948,23.37998962402344,13.91999816894531,1.239999771118164,34950.0,1,2,1,2,1,1,1,1
1990,994.0,300.0,39360.0,553.0,2164.0,4102.0,8892.0,20115.0,3467.0,499565.0,0.0,1.0,0.07348626852035522,0.07095921039581299,0.06782573461532593,0.07237440347671509,23.39999389648438,14.0,1.306999206542969,39360.0,1,3,2,3,1,2,1,1
1970,1454.0,391.0,43963.0,324.0,3632.0,2270.0,11086.0,18421.0,8130.0,593000.0,0.0,1.0,0.09301692247390747,0.1061497926712036,0.1092292070388794,0.09627747535705566,45.0,21.29998779296875,0.3879997730255127,43963.0,2,1,2,2,2,1,3,2
1971,1428.0,351.0,43978.0,325.0,3391.0,2109.0,10705.0,18984.0,8348.0,586333.0,0.0,1.0,0.0918426513671875,0.10313880443573,0.1064338684082031,0.09602177143096924,46.02999877929688,21.1199951171875,0.4049999713897705,43978.0,2,2,2,2,1,1,3,2
1972,1353.0,470.0,37003.0,261.0,3001.0,2040.0,8428.0,15987.0,7123.0,601177.0,0.0,1.0,0.09070092439651489,0.1002113223075867,0.1037160754203796,0.09577316045761108,47.05999755859375,20.93998718261719,0.4179999828338623,37003.0,1,1,2,1,1,1,2,1
1973,1343.0,458.0,35199.0,243.0,3033.0,2058.0,9224.0,14081.0,6352.0,591338.0,0.0,1.0,0.08959043025970459,0.09736394882202148,0.1010726094245911,0.09553128480911255,48.08999633789062,20.75999450683594,0.4440000057220459,35199.0,1,1,2,1,1,1,2,1
1974,1383.0,454.0,38877.0,260.0,3829.0,2282.0,9905.0,16019.0,6383.0,587337.0,0.0,1.0,0.08850997686386108,0.09459340572357178,0.09850054979324341,0.09529602527618408,49.1199951171875,20.57998657226562,0.492999792098999,38877.0,1,1,2,2,1,1,2,1
