ID,Gender,Population,Geographic.origin,Geographic.area,region,distance,latitude,longtitude
HGDP00584,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00598,M,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00678,M,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00690,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00466,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
HGDP00454,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
HGDP01086,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
HGDP00462,M,Mbuti Pygmies,Democratic Republic of Congo,Central Africa,Africa,1335.495772,1,29
HGDP00915,F,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
HGDP01286,M,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
HGDP00931,M,Yoruba,Nigeria,Central Africa,Africa,3629.688739,8,5
HGDP00992,M,San ,Namidia,Central Africa,Africa,3872.417228,-21,20
HGDP00941,M,Yoruba,Nigeria,Central Africa,Africa,3629.688739,8,5
HGDP01414,F,Bantu,Kenya,Central Africa,Africa,2730.422,-3,37
HGDP01036,M,San ,Namidia,Central Africa,Africa,3872.417228,-21,20
HGDP01255,M,Mozabite,Algeria (Mzab),Northern Africa,Middle East,4418.170045,32,3
HGDP01267,F,Mozabite,Algeria (Mzab),Northern Africa,Middle East,4418.170045,32,3
HGDP01279,M,Mozabite,Algeria (Mzab),Northern Africa,Middle East,4418.170045,32,3
HGDP00615,F,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00627,M,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00638,F,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00649,F,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00561,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00573,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00585,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00599,M,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00679,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00691,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00469,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
HGDP00455,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
HGDP01087,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
HGDP00463,M,Mbuti Pygmies,Democratic Republic of Congo,Central Africa,Africa,1335.495772,1,29
HGDP00904,M,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
HGDP00916,F,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
HGDP00920,F,Yoruba,Nigeria,Central Africa,Africa,3629.688739,8,5
HGDP00932,M,Yoruba,Nigeria,Central Africa,Africa,3629.688739,8,5
HGDP00942,M,Yoruba,Nigeria,Central Africa,Africa,3629.688739,8,5
HGDP01415,M,Bantu,Kenya,Central Africa,Africa,2730.422,-3,37
HGDP00993,M,Bantu,South Africa,South Africa,Africa,2730.422,-3,37
HGDP01256,M,Mozabite,Algeria (Mzab),Northern Africa,Middle East,4418.170045,32,3
HGDP01268,M,Mozabite,Algeria (Mzab),Northern Africa,Middle East,4418.170045,32,3
HGDP01280,F,Mozabite,Algeria (Mzab),Northern Africa,Middle East,4418.170045,32,3
HGDP00616,M,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00628,M,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00639,M,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00650,F,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00562,M,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00574,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00586,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00600,M,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00680,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00692,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00933,F,Yoruba,Nigeria,Central Africa,Africa,3629.688739,8,5
HGDP00470,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
HGDP00457,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
HGDP01088,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
HGDP00467,M,Mbuti Pygmies,Democratic Republic of Congo,Central Africa,Africa,1335.495772,1,29
HGDP00905,M,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
HGDP00917,F,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
HGDP00921,F,Yoruba,Nigeria,Central Africa,Africa,3629.688739,8,5
HGDP00943,M,Yoruba,Nigeria,Central Africa,Africa,3629.688739,8,5
HGDP01416,M,Bantu,Kenya,Central Africa,Africa,2730.422,-3,37
HGDP00994,M,Bantu,South Africa,South Africa,Africa,2730.422,-3,37
HGDP01257,M,Mozabite,Algeria (Mzab),Northern Africa,Middle East,4418.170045,32,3
HGDP01269,M,Mozabite,Algeria (Mzab),Northern Africa,Middle East,4418.170045,32,3
HGDP01281,F,Mozabite,Algeria (Mzab),Northern Africa,Middle East,4418.170045,32,3
HGDP00617,M,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00629,M,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00640,M,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00651,F,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00563,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00575,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00587,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00601,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00681,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00693,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00473,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
HGDP00459,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
HGDP01090,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
HGDP00471,F,Mbuti Pygmies,Democratic Republic of Congo,Central Africa,Africa,1335.495772,1,29
HGDP00907,M,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
HGDP00919,M,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
HGDP00923,M,Yoruba,Nigeria,Central Africa,Africa,3629.688739,8,5
HGDP00935,F,Yoruba,Nigeria,Central Africa,Africa,3629.688739,8,5
HGDP01418,M,Bantu,Kenya,Central Africa,Africa,2730.422,-3,37
HGDP01034,M,Bantu,South Africa,South Africa,Africa,2730.422,-3,37
HGDP01259,M,Mozabite,Algeria (Mzab),Northern Africa,Middle East,4418.170045,32,3
HGDP01271,M,Mozabite,Algeria (Mzab),Northern Africa,Middle East,4418.170045,32,3
HGDP00607,F,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00619,M,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00631,M,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00642,M,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00653,F,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00565,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00577,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00603,M,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00683,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00695,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00472,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
HGDP00458,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
HGDP01089,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
HGDP00468,M,Mbuti Pygmies,Democratic Republic of Congo,Central Africa,Africa,1335.495772,1,29
HGDP00906,M,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
HGDP00918,F,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
HGDP00922,F,Yoruba,Nigeria,Central Africa,Africa,3629.688739,8,5
HGDP00934,F,Yoruba,Nigeria,Central Africa,Africa,3629.688739,8,5
HGDP00641,M,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00564,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00576,M,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00588,M,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00602,M,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00682,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00694,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00725,M,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00736,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00001,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00025,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00049,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00072,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00096,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00475,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
HGDP00460,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
HGDP01091,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
HGDP00474,M,Mbuti Pygmies,Democratic Republic of Congo,Central Africa,Africa,1335.495772,1,29
HGDP00908,M,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
HGDP01199,M,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
HGDP00924,F,Yoruba,Nigeria,Central Africa,Africa,3629.688739,8,5
HGDP00936,M,Yoruba,Nigeria,Central Africa,Africa,3629.688739,8,5
HGDP00643,F,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00654,M,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00566,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00578,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00590,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00604,M,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00684,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00696,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00727,M,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00738,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00005,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00029,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00054,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00076,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00099,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00113,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00477,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
HGDP00980,F,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
HGDP00476,F,Mbuti Pygmies,Democratic Republic of Congo,Central Africa,Africa,1335.495772,1,29
HGDP00909,F,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
HGDP01200,M,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
HGDP00925,F,Yoruba,Nigeria,Central Africa,Africa,3629.688739,8,5
HGDP00644,M,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00701,F,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00567,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00579,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00591,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00605,M,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00685,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00560,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00728,M,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00739,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00007,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00031,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00056,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00078,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00100,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00686,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP01093,M,Biaka Pygmies,Central African Republic,Central Africa,Africa,2384.859098,4,17
HGDP00478,M,Mbuti Pygmies,Democratic Republic of Congo,Central Africa,Africa,1335.495772,1,29
HGDP00910,F,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
HGDP00926,F,Yoruba,Nigeria,Central Africa,Africa,3629.688739,8,5
HGDP00988,M,San ,Namidia,Central Africa,Africa,3872.417228,-21,20
HGDP01035,M,Bantu,South Africa,South Africa,Africa,2730.422,-3,37
HGDP01262,M,Mozabite,Algeria (Mzab),Northern Africa,Middle East,4418.170045,32,3
HGDP01274,F,Mozabite,Algeria (Mzab),Northern Africa,Middle East,4418.170045,32,3
HGDP00610,M,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00622,M,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP00568,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00580,M,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00592,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00606,F,Druze,Israel (Carmel),Israel,Middle East,2887.253661,32,35
HGDP00699,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00731,M,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00743,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00015,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00039,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00062,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00086,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00105,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00700,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00732,M,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00744,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00017,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00041,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00064,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00088,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00106,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00119,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00131,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00146,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00163,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00187,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00210,F,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00234,M,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00262,M,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00290,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00321,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00356,F,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00412,M,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00973,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00777,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00820,F,Han,China,China,East Asia,10133.39558,32.3,114
HGDP01291,F,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00722,M,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00733,M,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00745,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00019,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00043,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00066,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00090,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00108,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00120,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00133,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00148,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00165,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00189,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00213,M,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00237,F,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00264,M,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00292,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00323,F,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00359,M,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00417,M,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP01021,F,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00778,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00821,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP01292,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00723,M,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00734,M,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00746,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00021,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00045,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00068,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00092,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00109,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00121,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00134,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00149,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00167,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00191,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00214,M,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00239,F,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00009,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00298,F,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00326,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00364,M,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00423,M,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00775,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00780,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00822,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP01293,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00724,M,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00735,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00047,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00070,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00094,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00110,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00740,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00122,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00135,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00150,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00169,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00192,F,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00216,M,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00241,M,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00267,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00302,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00328,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00371,F,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00428,M,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00779,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00781,F,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00972,F,Han,China,China,East Asia,10133.39558,32.3,114
HGDP01294,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP01201,F,Mandenka,Senegal,Central Africa,Africa,5469.912857,12,-12
HGDP01101,M,Tujia,China,China,East Asia,9832.495914,29,109
HGDP01186,M,Yizu,China,China,East Asia,9328.789625,28,103
HGDP01198,F,Miaozu,China,China,East Asia,9875.317612,28,109
HGDP01213,M,Daur,China,China,East Asia,10213.23714,48.5,124
HGDP01225,M,Mongola,China,China,East Asia,9408.954066,45,111
HGDP01237,M,Hezhen,China,China,East Asia,10896.33577,47.5,133.5
HGDP01249,M,Xibo,China,China,East Asia,7110.284347,43.5,81.5
HGDP01305,F,Uygur,China,China,Central/South Asia,7071.966822,44,81
HGDP01102,M,Tujia,China,China,East Asia,9832.495914,29,109
HGDP01187,M,Yizu,China,China,East Asia,9328.789625,28,103
HGDP01214,M,Daur,China,China,East Asia,10213.23714,48.5,124
HGDP01226,M,Mongola,China,China,East Asia,9408.954066,45,111
HGDP01238,F,Hezhen,China,China,East Asia,10896.33577,47.5,133.5
HGDP01250,M,Xibo,China,China,East Asia,7110.284347,43.5,81.5
HGDP01306,F,Uygur,China,China,Central/South Asia,7071.966822,44,81
HGDP00102,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP01100,M,Tujia,China,China,East Asia,9832.495914,29,109
HGDP01185,M,Yizu,China,China,East Asia,9328.789625,28,103
HGDP01197,F,Miaozu,China,China,East Asia,9875.317612,28,109
HGDP01212,F,Oroqen,China,China,East Asia,10293.50952,50.4,126.5
HGDP01224,M,Mongola,China,China,East Asia,9408.954066,45,111
HGDP01236,M,Hezhen,China,China,East Asia,10896.33577,47.5,133.5
HGDP01248,M,Xibo,China,China,East Asia,7110.284347,43.5,81.5
HGDP01304,M,Uygur,China,China,Central/South Asia,7071.966822,44,81
HGDP00726,M,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00737,F,Palestinian,Israel (Central),Israel,Middle East,2887.253661,32,35
HGDP00003,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00027,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00052,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00074,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00098,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00112,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00125,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00137,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00153,F,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00173,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00197,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00220,M,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00244,F,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00277,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00307,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
