"","V1","V2","ID","Gender","Population","Geographic.origin","Geographic.area","region","distance","latitude","longtitude"
"HGDP01339",107.221486593678,-44.156728337582,"HGDP01339","M","Naxi","China","China","East Asia",9131.367263,26,100
"HGDP01351",107.6921901083,-33.8540607668429,"HGDP01351","M","Tu","China","China","East Asia",8868.138507,36,101
"HGDP00950",126.698990127783,14.9511228131274,"HGDP00950","M","Yakut","Siberia","Russia","East Asia",9919.809481,63,129.5
"HGDP00962",117.143590600988,-23.5970434417126,"HGDP00962","M","Yakut","Siberia","Russia","East Asia",9919.809481,63,129.5
"HGDP00751",129.792879251738,-44.7370984827223,"HGDP00751","M","Japanese","Japan","Japan","East Asia",11762.10792,38,138
"HGDP00763",255.399982473633,-60.2949075706106,"HGDP00763","M","Japanese","Japan","Japan","East Asia",11762.10792,38,138
"HGDP00773",210.643056294869,-49.9477781356156,"HGDP00773","F","Japanese","Japan","Japan","East Asia",11762.10792,38,138
"HGDP00716",106.391033254468,-54.5768364120698,"HGDP00716","M","Cambodian","Cambodia","Southeast Asia","East Asia",10260.54741,12,105
"HGDP00546",-36.7787078426662,-236.687318376944,"HGDP00546","M","Papuan","New Guinea","New Guinea","Oceania",14843.12266,-4,143
"HGDP00491",35.3896928942945,-73.9771573536654,"HGDP00491","M","NAN Melanesian","Bougainville","Southern Europe","Oceania",16168.51405,-6,155
